Perfume,Brand,Gender,Year,Top,Middle,Base,mainaccord1,mainaccord2,mainaccord3,mainaccord4,mainaccord5,Rating Value,Rating Count
miss-dior-parfum,dior,women,1947.0,galbanum,jasmine,patchouli,green,patchouli,white floral,balsamic,woody,4.4,315
armani-code-absolu-gold,giorgio-armani,men,2020.0,"mandarin orange, green apple","iris, saffron","tonka bean, benzoin, guaiac wood, cedar",amber,warm spicy,vanilla,woody,iris,4.4,462
sensi-white-notes,giorgio-armani,women,2004.0,"lime, lemon, black currant, mandarin orange, cassia","freesia, water hyacinth, lily, lily-of-the-valley, jasmine, rose","benzoin, brazilian rosewood, mahogany",floral,citrus,white floral,woody,green,4.4,508
jubilation-xxv-man,amouage,men,2007.0,"blackberry, olibanum, orange, labdanum, coriander, tarragon","honey, guaiac wood, cinnamon, bay leaf, clove, rose, orchid, celery seeds","opoponax, agarwood (oud), myrrh, patchouli, cedar, ambergris, musk, immortelle, oakmoss",amber,sweet,warm spicy,woody,balsamic,4.4,5703
eaudemoiselle-essence-des-palais,givenchy,women,2017.0,"leather, incense, saffron, ginger","myrhh, rose, benzoin","patchouli, cedar, tonka bean",amber,warm spicy,leather,balsamic,smoky,4.4,114
organza-indecence,givenchy,women,1999.0,"brazilian rosewood, patchouli","ceylon cinnamon, plum","vanilla, amber, musk",warm spicy,cinnamon,vanilla,amber,woody,4.4,2408
les-secrets-de-sophie,guerlain,women,2009.0,"bitter orange, tunisian neroli, bergamot, petitgrain","violet leaf, jasmine, orange blossom, ylang-ylang","incense, tonka bean, vanilla, white musk",white floral,citrus,vanilla,amber,sweet,4.4,58
metallica-metalys,guerlain,women,2000.0,"orange, bergamot, grapefruit","carnation, ylang-ylang, spices, iris, orange blossom, rose","vanilla, tonka bean, amber, musk",vanilla,warm spicy,sweet,citrus,floral,4.4,222
mon-precious-nectar-fountain-imperiale,guerlain,women,2009.0,"almond, petitgrain","african orange flower, jasmine","vanille, woodsy notes, incense, musk",white floral,almond,vanilla,sweet,woody,4.4,108
vol-de-nuit,guerlain,women,1933.0,"galbanum, narcissus, bergamot, orange blossom, lemon, orange, mandarin orange","iris, narcissus, aldehydes, vanilla, violet, indonesian carnation, rose, jasmine","oakmoss, orris root, sandalwood, spices, musk",powdery,iris,green,earthy,woody,4.4,2264
aroma-allegoria-exalting-aromaparfum,guerlain,women,2002.0,"cinnamon, cypress, bitter orange, bergamot","cardamom, coriander, virginia cedar, neroli","tonka bean, vanilla, sandalwood, pepper",warm spicy,aromatic,woody,cinnamon,vanilla,4.4,133
heritage-eau-de-parfum,guerlain,men,1992.0,"lavender, juniper berries, aldehydes, clary sage, bergamot, lemon, violet, green notes, petitgrain","patchouli, carnation, orris root, balsam fir, coriander, pepper, pink pepper, geranium, rose, jasmine, lily-of-the-valley, cyclamen","amber, sandalwood, oakmoss, musk, cedar",woody,aromatic,fresh spicy,warm spicy,powdery,4.4,885
boss-bottled-intense-eau-de-parfum,hugo-boss,men,2016.0,"apple, orange blossom","cinnamon, cloves, geranium","vanilla, sandalwood, cedar, vetiver",warm spicy,cinnamon,woody,vanilla,fruity,4.4,1830
le-male-scuba-diver,jean-paul-gaultier,men,2007.0,"mint, bergamot","spices, lavender","vanilla, tonka bean, woodsy notes",vanilla,aromatic,warm spicy,green,lavender,4.4,35
trophee,lancome,men,1982.0,"lime, amalfi lemon, basil, petitgrain","jasmine, bay leaf, lavender","oak moss, virginia cedar, musk, patchouli, amber, tonka bean, french labdanum",citrus,fresh spicy,aromatic,woody,white floral,4.4,178
al-qiam-silver,lattafa-perfumes,unisex,2022.0,"grapefruit, ginger","ambroxan, sandalwood","vetiver, musk",citrus,amber,musky,warm spicy,aromatic,4.4,311
neroli,roja-dove,women,2012.0,"bergamot, lemon","neroli, orange blossom, violet, geranium","oakmoss, musk, ambergris, styrax, olibanum",citrus,white floral,amber,fresh spicy,aromatic,4.4,87
opium-fleur-imperiale,yves-saint-laurent,women,2006.0,"bergamot, mandarin orange, neroli","carnation, apricot blossom, jasmine","myrrh, amber, woodsy notes, vanilla, osmanthus, patchouli",floral,amber,warm spicy,citrus,woody,4.4,220
opium-secret-de-parfum,yves-saint-laurent,women,1992.0,"mandarin orange, bergamot, lily-of-the-valley","red myrrh, marigold, jasmine","amber, opoponax, patchouli, vanilla",amber,balsamic,sweet,citrus,white floral,4.4,278
impact-masculin,zara,men,2016.0,"mandarin orange, bergamot","neroli, orange","musk, sandalwood",citrus,fresh spicy,powdery,woody,Unknown,4.4,58
bvlgari-man-in-black-essence,bvlgari,men,2017.0,"spices, rum","flowers, musk","oriental notes, resin, guaiac wood",warm spicy,amber,woody,rum,floral,4.41,330
la-collection-couturier-parfumeur-mitzah,dior,women,2010.0,"coriander, cardamom","cinnamon, rose","incense, white honey, french labdanum, patchouli, amber, vanilla",amber,warm spicy,cinnamon,honey,balsamic,4.41,728
acqua-di-gio-parfum,giorgio-armani,men,2023.0,"marine notes, bergamot","rosemary, clary sage, geranium","olibanum, patchouli",aromatic,fresh spicy,marine,woody,citrus,4.41,2443
acqua-di-gio-profumo,giorgio-armani,men,2015.0,"sea notes, bergamot","rosemary, sage, geranium","incense, patchouli",aromatic,marine,fresh spicy,amber,woody,4.41,14072
armani-code-summer-pour-homme-2010,giorgio-armani,men,2010.0,"sea water, neroli, bergamot, grapefruit","olive blossom, tincture of rose, tarragon, virginia cedar","musk, amber, guaiac wood",citrus,aromatic,floral,marine,fresh spicy,4.41,117
asrar,amouage,unisex,Inconnu,"saffron, spices","amber, musk","agarwood (oud), sandalwood, woodsy notes",warm spicy,woody,oud,amber,powdery,4.41,114
basmah,amouage,unisex,Inconnu,"french labdanum, amber","musk, rose","agarwood (oud), sandalwood",amber,musky,woody,oud,powdery,4.41,27
les-parfums-mythiques-vetyver,givenchy,men,2007.0,"vetiver, bergamot","vetiver, coriander","vetiver, sandalwood",aromatic,woody,earthy,citrus,soft spicy,4.41,259
guerlain-homme-intense,guerlain,men,2009.0,"mint, mojito, rhuburb","rum, geranium, floral notes","vetiver, virginia cedar, patchouli",aromatic,green,woody,fresh spicy,rum,4.41,1685
habit-rouge-beau-cavalier,guerlain,men,2009.0,"bitter orange, bergamot, basil, amalfi lemon, brazilian rosewood, paprika","patchouli, virginia cedar, jasmine, rose, cinnamon, carnation, sandalwood","vanilla, leather, benzoin, oakmoss, amber, french labdanum",woody,warm spicy,amber,citrus,patchouli,4.41,39
habit-rouge-dress-code,guerlain,men,2015.0,"rose, bergamot, neroli",spices,"praline, vanilla, leather, tonka bean, woodsy notes",sweet,vanilla,citrus,leather,rose,4.41,254
spiritueuse-double-vanille,guerlain,women,2007.0,"incense, pink pepper, bergamot","cedar, ylang-ylang, bulgarian rose, jasmine","vanilla, benzoin",vanilla,amber,warm spicy,balsamic,woody,4.41,3663
shalimar-fourreau-du-soir,guerlain,women,2011.0,"bergamot, amalfi lemon","jasmine, rose","vanille, opoponax, incense, tonka bean, iris",amber,vanilla,balsamic,citrus,sweet,4.41,203
shalimar-philtre-de-parfum,guerlain,women,2020.0,"lemon, bergamot, lavender","iris, jasmine, rose","vanilla, tolu balsam, patchouli",citrus,powdery,vanilla,iris,aromatic,4.41,944
vetiver-sport,guerlain,men,2006.0,"bergamot, lemon","nutmeg, pepper","vetiver, tonka bean",fresh spicy,aromatic,citrus,woody,earthy,4.41,51
terre-d-hermes-eau-givree,hermes,men,2022.0,citron,"juniper berries, timur","woody notes, mineral notes",citrus,woody,fresh spicy,aromatic,mineral,4.41,2975
ramz-lattafa-silver,lattafa-perfumes,unisex,2021.0,"pear, lavender, bergamot, mint","cardamom, sage","vanilla, amber, musk, patchouli",vanilla,aromatic,sweet,fruity,powdery,4.41,1131
althair,parfums-de-marly,men,2023.0,"cinnamon, cardamom, orange blossom, bergamot","bourbon vanilla, elemi","praline, musk, ambroxan, guaiac wood",sweet,vanilla,warm spicy,musky,cinnamon,4.41,3125
prada-candy-collector-s-edition,prada,women,2015.0,caramel,"white musk, powdery notes","benzoin, vanilla",powdery,musky,vanilla,caramel,amber,4.41,27
danger-pour-homme,roja-dove,men,2011.0,"lavender, cumin, lemon, tarragon, bergamot","violet, jasmine, lily-of-the-valley","ambergris, woody notes, patchouli, oakmoss, vanilla, tonka bean, musk, vetiver, castoreum, cedar, cloves, leather, rhubarb, galbanum",woody,aromatic,lavender,fresh spicy,animalic,4.41,611
reckless-pour-homme,roja-dove,men,2014.0,"bay leaf, lavender, bergamot, lemon","artemisia, jasmine, rose","cypress, cinnamon, cardamom, black pepper, oakmoss, ginger, incense, cedar, labdanum, vetiver, cloves, styrax, musk, sandalwood, tonka bean, orris root",warm spicy,aromatic,woody,fresh spicy,amber,4.41,338
oligarch,roja-dove,men,2016.0,"lemon, bergamot, lime, lavender, thyme","apple, black currant, orange blossom, champaca, coconut, jasmine, lily","juniper berry, birch, pink pepper, cedar, oakmoss, tonka bean, amber, mate, leather, musk, anise, vanilla, violet root, patchouli",citrus,aromatic,woody,fresh spicy,fruity,4.41,605
opium-pour-homme-eau-d-orient,yves-saint-laurent,men,2006.0,"star anise, grapefruit, bergamot","ginger, white pepper, nutmeg","sandalwood, bamboo, vetiver, amber",woody,citrus,fresh spicy,warm spicy,anis,4.41,78
sand-desert-at-sunset,zara,men,2023.0,"orange, incense","cinnamon, tonka bean, chocolate","iris, cedar",warm spicy,cinnamon,sweet,amber,vanilla,4.41,1243
midnight-journey,burberry,unisex,2021.0,"ginger, black pepper, thyme","guaiac wood, may rose, lavender","vanilla absolute, black amber, myrrh",amber,vanilla,warm spicy,woody,balsamic,4.42,26
tudor-rose,burberry,unisex,2017.0,bergamot,"damask rose, may rose, peach, jasmine","patchouli, ambergris, cashmeran, leather",woody,rose,amber,patchouli,animalic,4.42,62
bleu-de-chanel-eau-de-parfum,chanel,men,2014.0,"grapefruit, lemon, mint, pink pepper, bergamot, aldehydes, coriander","ginger, nutmeg, jasmine, melon","incense, amber, cedar, sandalwood, patchouli, amberwood, labdanum",citrus,amber,woody,warm spicy,aromatic,4.42,13646
dior-homme,dior,men,2011.0,"lavender, bergamot, sage","iris, cacao, amber","leather, vetiver, patchouli",iris,cacao,powdery,earthy,aromatic,4.42,6400
eaudemoiselle-de-givenchy-extravagant,givenchy,women,2017.0,"spices, citruses",tuberose,"vanilla, patchouli",vanilla,warm spicy,patchouli,tuberose,white floral,4.42,40
l-homme-ideal-eau-de-parfum,guerlain,men,2016.0,"almond, spices, lavender, bergamot, thyme, rosemary","cherry, vanilla, incense, bulgarian rose","leather, tonka bean, sandalwood",sweet,cherry,vanilla,almond,nutty,4.42,7019
shalimar-eau-de-cologne,guerlain,women,1925.0,"bergamot, lemon, mandarin orange, cedar","iris, vetiver, patchouli, jasmine, rose","leather, vanilla, incense, opoponax, benzoin, sandalwood, civet, peru balsam, musk",amber,citrus,woody,balsamic,powdery,4.42,1325
shalimar-millesime-tonka,guerlain,women,2022.0,"bitter almond, bergamot","iris, jasmine sambac, rose","tonka bean, vanilla",vanilla,sweet,almond,powdery,iris,4.42,809
classique-bien-roulee,jean-paul-gaultier,women,2005.0,"anise, citruses","rose, ginger","vanilla, amber",rose,warm spicy,vanilla,amber,anis,4.42,38
shahd,lattafa-perfumes,women,2023.0,"ylang-ylang, frangipani","solar notes, tuberose","musk, amber, cedar, vanilla",woody,yellow floral,floral,musky,powdery,4.42,74
prada-l-homme-l-eau,prada,men,2017.0,"neroli, ginger","iris, amber","powdery notes, sandalwood, cedar",powdery,iris,woody,warm spicy,violet,4.42,2365
vetiver-pour-homme,roja-dove,men,2012.0,"lemon, bergamot","labdanum, rose de mai, jasmine","vetiver, oakmoss, cedar, cedar needles, labdanum, pink pepper, guaiac wood, nutmeg, galbanum, amyris, pepper, celery seeds, caraway",woody,aromatic,citrus,earthy,fresh spicy,4.42,228
zara-black-peony,zara,women,2016.0,"apricot, bergamot","peony, freesia",vanilla,floral,vanilla,citrus,powdery,fresh,4.42,36
batman,zara,men,Inconnu,"bergamot, mandarin orange",leather,"moss, tonka bean",citrus,mossy,earthy,fresh spicy,leather,4.42,89
burberry-london-for-men-special-edition-2009,burberry,men,2009.0,"pineapple, black currant, amalfi lemon","water notes, lavender","woodsy notes, amber",fruity,woody,sweet,fresh,amber,4.43,84
bvlgari-man-in-black-eau-de-parfum-intense,bvlgari,men,2015.0,"spices, rum","leather, iris, tuberose","guaiac wood, tonka bean, benzoin",warm spicy,woody,leather,amber,rum,4.43,204
ch-insignia-men,carolina-herrera,men,2018.0,"saffron, cinnamon","rose, violet","agarwood (oud), woody notes, patchouli, cashmeran, labdanum",warm spicy,woody,rose,oud,violet,4.43,237
diorling,dior,women,1963.0,"hyacinth, bergamot","rose, iris, jasmine, lily-of-the-valley","leather, oak moss, vetiver, musk, patchouli",earthy,floral,woody,green,leather,4.43,178
the-one-collector-for-men,dolce-gabbana,men,2014.0,"grapefruit, coriander, basil","ginger, cardamom","tobacco, amber, cedar",warm spicy,aromatic,amber,tobacco,citrus,4.43,179
interlude-53-man,amouage,men,2020.0,"oregano, pimento, bergamot","opoponax, incense, amber, labdanum","smoke, leather, agarwood (oud), patchouli, sandalwood",amber,smoky,woody,balsamic,warm spicy,4.43,631
tayyiba,amouage,unisex,Inconnu,"jasmine, ylang-ylang","lilac, rose, woodsy notes","african orange flower, sandalwood, musk",white floral,floral,woody,yellow floral,sweet,4.43,122
monsieur-de-givenchy,givenchy,men,1959.0,"lemon, carnation, cinnamon, pepper","lemon verbena, lavender","oakmoss, sandalwood, musk",citrus,aromatic,warm spicy,lavender,mossy,4.43,391
ne-m-oubliez-pas,guerlain,women,2015.0,"plum, cumin, cardamom","rose, immortelle, carnation, cinnamon","patchouli, vanilla, amber, moss",warm spicy,sweet,rose,fruity,floral,4.43,110
l-homme-ideal-platine-prive,guerlain,men,2023.0,"grapefruit, bergamot","green almond, neroli","musk, vetiver",citrus,almond,fresh spicy,aromatic,nutty,4.43,708
l-heure-bleue-eau-de-parfum,guerlain,women,2021.0,"anise, bergamot","carnation, neroli","iris, violet, vanilla, tonka, benzoin",violet,powdery,iris,floral,vanilla,4.43,63
nahema-extract,guerlain,women,1979.0,rose,"hyacinth, passion flower","vanilla, sandalwood, patchouli, tonka bean",floral,rose,vanilla,woody,green,4.43,145
shalimar-oiseau-de-paradis,guerlain,women,2009.0,"bergamot, citruses, lemon, cedar, mandarin orange","patchouli, iris, jasmine, vetiver, rose","incense, leather, opoponax, vanilla, civet, musk, sandalwood",citrus,amber,woody,powdery,balsamic,4.43,105
doblis,hermes,women,1955.0,"chamomile, coriander, thyme","rose, jasmine","leather, oakmoss, musk, sandalwood",rose,leather,mossy,herbal,aromatic,4.43,47
the-collection-magnetic-musk,hugo-boss,men,2021.0,"beeswax, clary sage","iris, tonka bean","musk, sandalwood",powdery,iris,beeswax,woody,honey,4.43,53
classique-prestige,jean-paul-gaultier,women,2006.0,"star anise, neroli","rose, ginger","vanilla, amber",rose,soft spicy,anis,vanilla,amber,4.43,28
scandal-pour-homme-le-parfum,jean-paul-gaultier,men,2022.0,geranium,tonka bean,sandalwood,aromatic,vanilla,woody,fresh spicy,warm spicy,4.43,1679
ansaam-silver,lattafa-perfumes,unisex,2022.0,"cardamom, bergamot","davana, lavender","vanilla, amber, patchouli",vanilla,aromatic,warm spicy,amber,citrus,4.43,222
oajan,parfums-de-marly,unisex,2013.0,"cinnamon, honey, osmanthus","benzoin, ambergris, labdanum, artemisia","tonka bean, vanila, patchouli, musk",amber,warm spicy,vanilla,cinnamon,honey,4.43,4250
prada-l-homme,prada,men,2016.0,"neroli, black pepper, cardamom, carrot seeds","iris, violet, geranium, mate","amber, cedar, sandalwood, patchouli",powdery,iris,violet,woody,fresh spicy,4.43,11046
london,roja-dove,unisex,2017.0,"lavender, sage, bergamot, oregano","labdanum, may rose","benzoin, incense, cypress, labdanum, clove, vanilla, cardamom, sandalwood, coriander, leather, saffron, cedar, patchouli",warm spicy,amber,aromatic,woody,balsamic,4.43,98
noir-extreme,tom-ford,men,2015.0,"cardamom, nutmeg, saffron, mandarin orange, neroli","kulfi, rose, mastic or lentisque, orange blossom, jasmine","vanilla, amber, woody notes, sandalwood",warm spicy,sweet,vanilla,woody,powdery,4.43,9120
la-nuit-de-l-homme-frozen-cologne,yves-saint-laurent,men,2012.0,"bergamot, mandarin orange, amalfi lemon","geranium, black pepper","tonka bean, cashmere wood, virginia cedar, vetiver",fresh spicy,aromatic,citrus,woody,warm spicy,4.43,927
the-perfect-smoking,zara,men,2019.0,"black pepper, bergamot, nutmeg","incense, saffron, star anise, jasmine","sandalwood, vetiver, cedar",woody,warm spicy,fresh spicy,amber,smoky,4.43,35
212-men-on-ice-2004,carolina-herrera,men,2004.0,"bergamot, mandarin orange, orange blossom","cardamom, coriander, nutmeg","incense, musk",citrus,aromatic,warm spicy,fresh spicy,white floral,4.44,43
212-vip-black-smiley,carolina-herrera,men,2022.0,"blood orange, ginger, tunisian neroli","madagascar pepper, lavender extract, sesame","vanilla bean, skin, sweet almond",citrus,fresh spicy,warm spicy,vanilla,almond,4.44,100
dior-homme-cologne-2013,dior,men,2013.0,calabrian bergamot,grapefruit blossom,musk,citrus,white floral,fresh spicy,musky,powdery,4.44,5735
emporio-armani-diamonds-club-for-him,giorgio-armani,men,2016.0,cardamom,"water notes, hedione, lavender",geranium,aromatic,warm spicy,aquatic,fresh spicy,fresh,4.44,41
majan,amouage,unisex,Inconnu,"rose, vanille","vetiver, musk","sandalwood, amber",woody,rose,powdery,musky,vanilla,4.44,41
the-library-collection-silver-oud,amouage,unisex,2021.0,"cypriol oil or nagarmotha, virginia cedar, patchouli","agarwood (oud), madagascar vanilla","castoreum, amber, birch, guaiac wood",woody,leather,smoky,oud,vanilla,4.44,108
gentleman-eau-de-parfum-reserve-privee,givenchy,men,2022.0,bergamot,"iris, chestnut","whiskey, woodsy notes, amber",woody,iris,whiskey,amber,powdery,4.44,5319
insense,givenchy,men,1993.0,"aldehydes, black currant, lavender, basil, bergamot, mandarin orange, lemon","lily-of-the-valley, magnolia, iris",fir,fresh,fresh spicy,aromatic,floral,citrus,4.44,881
mouchoir-de-monsieur,guerlain,men,1904.0,"lavender, bergamot, lemon verbena","neroli, tonka bean, jasmine, patchouli, cinnamon, rose","vanilla, iris, oakmoss, amber",citrus,lavender,aromatic,vanilla,fresh spicy,4.44,434
mon-habit-rouge-taille-sur-mesure,guerlain,men,2014.0,"lemon, bergamot, tangerine, lime, orange, basil, brazilian rosewood","rose, carnation, patchouli, sandalwood, cedar, cinnamon, jasmine","leather, vanilla, benzoin, amber, moss, labdanum",citrus,rose,woody,warm spicy,aromatic,4.44,48
heritage-eau-de-toilette,guerlain,men,1992.0,"lavender, aldehydes, juniper berries, clary sage, bergamot, lemon, violet, petitgrain, green notes","patchouli, coriander, geranium, pepper, carnation, balsam fir, rose, pink pepper, orris root, jasmine, cyclamen, lily-of-the-valley","sandalwood, amber, oakmoss, cedar, musk",woody,aromatic,fresh spicy,warm spicy,powdery,4.44,2132
vetiver-frozen-fragrance,guerlain,men,2004.0,"lime, bergamot, orange","neroli, nutmeg, pepper","vetiver, tonka bean",citrus,fresh spicy,aromatic,woody,earthy,4.44,117
classique-collector-edition-2018,jean-paul-gaultier,women,2018.0,"mandarin orange, star anise, orange blossom, rose, bergamot, pear","plum, orchid, tuberose, ginger, ylang-ylang, iris","vanilla, musk, cinnamon, amber, sandalwood",citrus,sweet,powdery,white floral,fruity,4.44,32
classique-eau-de-toilette-collector-edition-2017,jean-paul-gaultier,women,2017.0,"orange blossom, star anise, rose, mandarin orange, pear, bergamot","tuberose, ylang-ylang, iris, plum, orchid, ginger","vanilla, amber, sandalwood, musk, cinnamon",white floral,powdery,sweet,citrus,tuberose,4.44,54
ultra-male,jean-paul-gaultier,men,2015.0,"pear, lavender, mint, bergamot, lemon","cinnamon, clary sage, caraway","black vanilla husk, amber, patchouli, cedar",vanilla,fruity,sweet,aromatic,cinnamon,4.44,12479
jasmine-musc,narciso-rodriguez,women,2022.0,"ylang-ylang, gardenia","jasmine, tuberose","vanilla, musk, woody notes, amber",white floral,vanilla,musky,powdery,yellow floral,4.44,62
l-oscar-pour-homme,roja-dove,men,2018.0,grapefruit,"mayflower, labdanum, carnation","sandalwood, vetiver, oakmoss, galbanum, nutmeg, cedar, celery seeds, guaiac wood, black, pink pepper",woody,aromatic,earthy,fresh spicy,green,4.44,32
sultanate-of-oman,roja-dove,unisex,2017.0,"grapefruit, orange","raspberry, rose de mai, violet, jasmine","olibanum, agarwood (oud), gurjan balsam, saffron, birch, guaiac wood, papyrus, elemi, orris root, amyris, carrot seeds, cardamom, oakmoss, sandalwood, cedar, musk",woody,fresh spicy,amber,oud,warm spicy,4.44,193
la-nuit-de-l-homme,yves-saint-laurent,men,2009.0,cardamom,"lavender, virginia cedar, bergamot","vetiver, caraway",aromatic,warm spicy,lavender,woody,fresh spicy,4.44,19533
zara-homme,zara,men,Inconnu,grapefruit,"cinnamon, cumin","cedar, musk",cinnamon,warm spicy,woody,musky,fresh spicy,4.44,36
tobacco-collection-unexpected-fresh-spicy,zara,men,2019.0,"cinnamon, whiskey, bergamot","patchouli, tobacco, iris","sandalwood, tonka bean, vanilla, benzoin",warm spicy,cinnamon,woody,whiskey,patchouli,4.44,231
radiant-bloom,zara,men,2022.0,bergamot,jasmine,guaiac wood,woody,white floral,citrus,Unknown,Unknown,4.44,27
bvlgari-man-black-orient,bvlgari,men,2016.0,"rum, cardamom","taif rose, tuberose","leather, agarwood (oud)",leather,oud,warm spicy,rum,animalic,4.45,873
tygar,bvlgari,men,2016.0,grapefruit,"ginger, ambrette","ambroxan, musk, vetiver, patchouli",citrus,amber,musky,fresh spicy,aromatic,4.45,1661
ch-men-central-park,carolina-herrera,men,2016.0,ginger,black cardamom,cedar,warm spicy,woody,aromatic,Unknown,Unknown,4.45,167
mystery-tobacco,carolina-herrera,unisex,2016.0,"osmanthus, ginger, citruses, artemisia","tobacco, patchouli, guaiac wood, vetiver",tonka bean,woody,tobacco,warm spicy,sweet,patchouli,4.45,449
coco-parfum,chanel,women,Inconnu,"bulgarian rose, coriander, peach, jasmine, mandarin orange","rose, cloves, mimosa, orange blossom, clover","amber, opoponax, civet, sandalwood, labdanum, vanilla, tonka bean",amber,sweet,powdery,warm spicy,white floral,4.45,661
windsor,creed,men,2009.0,"gin, pine, lime",rose,"eucalyptus, cedar, orange",woody,aromatic,rose,citrus,camphor,4.45,127
poison-eau-de-cologne,dior,women,1985.0,"plum, wild berries, anise, palisander rosewood, coriander, allspice","tuberose, incense, white honey, opoponax, cinnamon, rose, cloves, jasmine, orange blossom","musk, amber, sandalwood, heliotrope, vanilla, vetiver, virginia cedar",woody,amber,sweet,fruity,white floral,4.45,256
cuir-majeste,giorgio-armani,unisex,2016.0,"dried fruits, incense, osmanthus","leather, may rose, tobacco","agarwood (oud), vanilla, moss, ambroxan",fruity,leather,sweet,rose,smoky,4.45,178
champs-elysees-extract,guerlain,women,1996.0,"almond, melon, peach, violet, black currant, anise","lilac, mimosa, lily-of-the-valley, peony, almond blossom, rose, hibiscus","benzoin, almond tree, cedar, sandalwood, vanilla",floral,fresh,powdery,sweet,fruity,4.45,218
habit-rouge-legere,guerlain,men,2005.0,"orange, lemon, bergamot, lime","neroli, spices, patchouli","vanilla, leather, cedar, white musk",citrus,vanilla,woody,powdery,fresh spicy,4.45,33
l-instant-de-guerlain-pour-homme-eau-extreme,guerlain,men,2005.0,"star anise, citruses, elemi","tea, jasmine, neroli","cacao, patchouli, sandalwood, virginia cedar, hibiscus",warm spicy,cacao,woody,patchouli,anis,4.45,4065
mon-precieux-nectar,guerlain,women,2012.0,"bitter almond, petitgrain","orange blossom, jasmine","vanilla, white musk, sandalwood, guaiac wood, incense",white floral,almond,sweet,vanilla,powdery,4.45,1042
vetiver-vintage-edition,guerlain,men,1959.0,lemon,"vetiver, tobacco","tobacco, nutmeg, pepper",aromatic,fresh spicy,woody,tobacco,earthy,4.45,524
le-male-silver-my-skin,jean-paul-gaultier,men,2011.0,"lavender, mint, artemisia, cardamom, bergamot","cinnamon, caraway, african orange flower","vanille, tonka bean, sandalwood, amber, virginia cedar",aromatic,vanilla,fresh spicy,lavender,warm spicy,4.45,55
scandal-pour-homme-absolu,jean-paul-gaultier,men,2024.0,mirabelle,chestnut,sandalwood,woody,fruity,warm spicy,balsamic,nutty,4.45,543
al-awsaaf,lattafa-perfumes,unisex,2023.0,"elemi, pink pepper, violet","tonka bean, myrrh, spices, cedar","patchouli, cedar, musk, agarwood, oakmoss",warm spicy,amber,woody,aromatic,balsamic,4.45,94
liam-blue-shine,lattafa-perfumes,unisex,2023.0,"bergamot, rosemary, pepper","sea notes, violet","musk, amber, patchouli",aromatic,fresh spicy,marine,citrus,woody,4.45,179
herod,parfums-de-marly,men,2012.0,"cinnamon, pepperwood","tobacco leaf, incense, osmanthus, labdanum","vanilla, iso e super, cedar, musk, cypriol oil or nagarmotha, vetiver",tobacco,vanilla,warm spicy,cinnamon,sweet,4.45,8151
enigma-parfum-d-or,roja-dove,women,Inconnu,bergamot,"rose, peach, heliotrope, ylang-ylang, geranium, jasmine, neroli","ambergris, musk, orris root, vanilla absolute, sandalwood, patchouli",powdery,rose,fresh spicy,floral,woody,4.45,40
tuxedo,yves-saint-laurent,unisex,2015.0,"violet leaf, coriander, bergamot","rose, black pepper, lily-of-the-valley","patchouli, ambergris, bourbon vanilla",patchouli,amber,vanilla,ozonic,fresh spicy,4.45,2749
212-vip-men-pills,carolina-herrera,men,2016.0,"passionfruit, ginger, lime, pepper, caviar","vodka, spices, gin, mint","leather, amber, woodsy notes",warm spicy,aromatic,woody,vodka,fresh spicy,4.46,26
ayoon-al-maha,amouage,women,Inconnu,rose,sandalwood,agarwood (oud),rose,oud,woody,powdery,warm spicy,4.46,79
muguet-2014,guerlain,women,2014.0,bergamot,"lily-of-the-valley, green notes, jasmine, rose",musk,white floral,green,fresh,floral,rose,4.46,63
shalimar-black-mystery-2007,guerlain,women,2007.0,"citruses, bergamot, oak moss, mandarin orange, amalfi lemon","jasmine, rose, iris, vetiver, patchouli","leather, incense, vanille, civetta, opoponax, musk, sandalwood",citrus,amber,woody,powdery,musky,4.46,120
eclaire,lattafa-perfumes,women,2024.0,"caramel, sugar, milk","honey, white flowers","vanilla, praline, musk",sweet,vanilla,caramel,lactonic,honey,4.46,378
narciso-rodriguez-for-her-oil-musc-parfum,narciso-rodriguez,women,2018.0,osmanthus,musk,"ambroxan, patchouli",musky,amber,powdery,floral,fruity,4.46,41
layton,parfums-de-marly,unisex,2016.0,"apple, lavender, bergamot, mandarin orange","geranium, violet, jasmine","vanilla, cardamom, sandalwood, pepper, guaiac wood, patchouli",warm spicy,vanilla,fresh spicy,woody,aromatic,4.46,11455
madison-pour-femme,roja-dove,women,2017.0,"mandarin orange, bergamot","ylang-ylang, may rose, violet, heliotrope, black currant, jasmine, labdanum","musk, vanilla, cedar, orris, incense, pink pepper, sandalwood, benzoin, patchouli",powdery,woody,vanilla,floral,musky,4.46,39
elysium-pour-homme-parfum,roja-dove,men,2017.0,"grapefruit, lemon, galbanum, lime","apple, lily-of-the-valley, pink pepper, woody notes, jasmine, rose","ambergris, musk, leather, labdanum, benzoin, vanilla",citrus,amber,green,aromatic,white floral,4.46,857
vibrant-leather-tobacco-elixir,zara,men,2024.0,black leather,tobacco,vanilla,vanilla,tobacco,sweet,powdery,Unknown,4.46,104
le-gemme-orom,bvlgari,men,2022.0,bourbon vanilla,siam benzoin,agarwood (oud),vanilla,oud,amber,warm spicy,balsamic,4.47,200
212-men-ice,carolina-herrera,men,2010.0,"pepper, licorice",violet,"musk, woodsy notes",powdery,fresh spicy,violet,woody,soft spicy,4.47,80
